"Institution ID","Institution","Uniform Number","Last Name","First Name","Position","Year","Player ID"
/usr/local/tomcat/app_data/d1mfb/2010/Internet/rosters/DIVISIONB.txt
"721","Air Force","7","Jefferson","Tim","QB","JR","193702"
"721","Air Force","13","Tipton","Tucker","QB","SO","355807"
"721","Air Force","12","Cochran","Ben","QB","SR","193693"
"721","Air Force","11","Dietz","Connor","QB","JR","281246"
"721","Air Force","42","Tew","Jared","RB","SR","193730"
"721","Air Force","40","Southworth","Ryan","RB","SR","193728"
"721","Air Force","39","Walker","Nathan","RB","SR","193731"
"721","Air Force","38","Michaels","Brent","RB","FR","355803"
"721","Air Force","25","DeWitt","Mike","RB","SO","355800"
"721","Air Force","21","Jones","Darius","RB","SO","281250"
"721","Air Force","2","Jones","Marquez","RB","FR","355792"
"721","Air Force","17","Clark","Asher","RB","JR","193691"
"721","Air Force","87","Ariguzo","Ike","WR","FR","355785"
"721","Air Force","85","Kauth","Zach","WR","JR","281286"
"721","Air Force","83","Fogler","Kevin","WR","SR","193699"
"721","Air Force","81","Freeman","Joshua","WR","JR","281253"
"721","Air Force","80","Hirneise","Brandon","WR","SO","281252"
"721","Air Force","4","Halderman","Kyle","WR","SR","193701"
"721","Air Force","28","Getz","Cody","WR","SO","281256"
"721","Air Force","22","Daniels","Tony","WR","FR","355788"
"721","Air Force","19","Escamilla","Jon","WR","JR","281249"
"721","Air Force","16","Coleman","Drew","WR","SO","281248"
"721","Air Force","15","Warzeka","Johnathan","WR","JR","193733"
"721","Air Force","10","Hunter","Mikel","WR","SO","281258"
"721","Air Force","84","Pickett","Daniel","TE","JR","193720"
"721","Air Force","82","Demerath","Chaz","TE","SR","193697"
"721","Air Force","29","Briehl","Austin","TE","SO","355787"
"721","Air Force","99","Soderberg","Erik","K","JR","232827"
"721","Air Force","96","Compton","Daniel","K","SO","281290"
"721","Air Force","94","Bell","Zack","K","SR","193687"
"721","Air Force","97","Bartholomew","Keil","P","SR","193685"
"721","Air Force","76","Kaufman","Evan","OL","SO","355793"
"721","Air Force","74","Darden","Chase","OL","SR","193704"
"721","Air Force","73","Wallerstein","A.J.","OL","JR","193732"
"721","Air Force","72","Douglass","Chase","OL","SO","355789"
"721","Air Force","68","Jackson","Nick","OL","SO","355791"
"721","Air Force","67","Eason","Jordan","OL","SO","355790"
"721","Air Force","63","Benson","Jeffrey","OL","JR","281277"
"721","Air Force","61","Schonsheck","Tyler","OL","SR","193726"
"721","Air Force","60","Arndt","Alexander","OL","SR","193682"
"721","Air Force","56","Reid","Colton","OL","JR","281275"
"721","Air Force","54","Hester","Michael","OL","JR","281280"
"721","Air Force","58","Lawal","Wale","LB","SO","288660"
"721","Air Force","57","Niklas","Austin","LB","SO","355806"
"721","Air Force","55","Judge","Chris","LB","FR","355801"
"721","Air Force","54","Carter","Cecilio","LB","SO","288659"
"721","Air Force","52","Kusan","Josh","LB","SO","355802"
"721","Air Force","50","Means","Alex","LB","SO","281270"
"721","Air Force","49","Konemann","Caleb","LB","JR","193740"
"721","Air Force","48","Fleming","Ross","LB","JR","281269"
"721","Air Force","47","Lamendola","Ken","LB","SR","193708"
"721","Air Force","45","Chambers","James","LB","SO","281265"
"721","Air Force","44","Hennessey","Patrick","LB","SR","193738"
"721","Air Force","43","Corcoran","Brian","LB","SO","288658"
"721","Air Force","41","Amack","Brady","LB","JR","232826"
"721","Air Force","36","Morris, Jr.","Andre","LB","SR","193676"
"721","Air Force","33","McWilliams","Harrison","LB","JR","281262"
"721","Air Force","32","Waiwaiole","Jordan","LB","JR","281261"
"721","Air Force","8","Rembert","Reggie","DB","SR","169845"
"721","Air Force","6","Davis","Jon","DB","JR","130171"
"721","Air Force","5","Wright","Anthony","DB","JR","193737"
"721","Air Force","34","Wooding","Anthony","DB","FR","355808"
"721","Air Force","31","Lindsay","Brian","DB","SO","281259"
"721","Air Force","3","Miller","Chris","DB","FR","355804"
"721","Air Force","27","Monk","James","DB","FR","355805"
"721","Air Force","26","Jablonsky","Kevin","DB","JR","281254"
"721","Air Force","24","Adeji-Paul","P.J.","DB","JR","193680"
"721","Air Force","23","Batts","Steffon","DB","FR","355786"
"721","Air Force","20","Strickland","Dontae","DB","SO","295669"
"721","Air Force","14","Hall","Josh","DB","JR","281247"
"721","Air Force","95","Kehs","Harry","DL","JR","281289"
"721","Air Force","92","Wikstrom","Wylie","DL","SR","193735"
"721","Air Force","90","Ricketts","Rick","DL","SR","193721"
"721","Air Force","89","Connor","Bradley","DL","SR","193694"
"721","Air Force","88","Kopacka","Ben","DL","JR","281288"
"721","Air Force","86","Gardner","Ryan","DL","JR","281287"
"721","Air Force","71","Kons","Jason","DL","JR","296908"
"721","Air Force","51","Payne","Zach","DL","JR","281283"
"721","Air Force","9A","Lacoste","","","","369106"
"721","Air Force","96","Hoffman","","","","373024"
"721","Air Force","93","Schweiss","","","","369110"
"721","Air Force","9","Bradley","","","","372983"
"721","Air Force","78","Turner","","","","372695"
"721","Air Force","71","Miller","","","","369109"
"721","Air Force","46","Cooks","","","","369108"
"721","Air Force","37","Oms","","","","372694"
"721","Air Force","35","Cobb","","","","369107"
"721","Air Force","19","Team","","","","66680"
"721","Air Force","18","Mcnaught","","","","372940"
"5","Akron","7","Nicely","Patrick","QB","SO","271662"
"5","Akron","5A","Rodgers","Matt","QB","JR","163614"
"5","Akron","1A","Charles","Adam","QB","FR","371347"
"5","Akron","14","Potts","Dylan","QB","FR","371348"
"5","Akron","47","Heiss","James","RB","FR","371356"
"5","Akron","44","Chisholm","Jawon","RB","FR","371355"
"5","Akron","41","Morefield","LeVon","RB","SR","120724"
"5","Akron","40","Bailey","Austin","RB","FR","369191"
"5","Akron","3","Martin","Dale","RB","JR","271654"
"5","Akron","24","Bowers","Giorgio","RB","FR","369188"
"5","Akron","15","Burney","Nate","RB","SR","271651"
"5","Akron","10","Allen","Alex","RB","SR","369187"
"5","Akron","9","Pride","Gary","WR","JR","163612"
"5","Akron","88","Dillard","Jerrod","WR","FR","271682"
