"Institution ID","Institution","Uniform Number","Last Name","First Name","Position","Year","Player ID"
/usr/local/tomcat/app_data/d1mfb/2012/Internet/rosters/DIVISIONB.txt
"721","Air Force","8A","Tipton","Tucker","QB","SR","355807"
"721","Air Force","7A","Graves","Dano","QB","FR","422336"
"721","Air Force","2A","Pearson","Kale","QB","SO","402615"
"721","Air Force","11","Dietz","Connor","QB","SR","281246"
"721","Air Force","38","Day","Scott","RB","SR","395992"
"721","Air Force","35","Cobb","Wes","RB","SR","369107"
"721","Air Force","34","Kohn","Demario","RB","SO","424821"
"721","Air Force","32","Hart","Broam","RB","SO","399915"
"721","Air Force","25","DeWitt","Mike","RB","SR","355800"
"721","Air Force","24","Lee","Jonathan","RB","SO","395994"
"721","Air Force","81","Duncavage","Luke","WR","SO","422333"
"721","Air Force","8","Jordan","Chris","WR","SR","422350"
"721","Air Force","28","Getz","Cody","WR","SR","281256"
"721","Air Force","27","MacArthur","Ty","WR","JR","395995"
"721","Air Force","22","Gann","Christian","WR","SO","422335"
"721","Air Force","20","Strickland","Dontae","WR","SR","295669"
"721","Air Force","16","Coleman","Drew","WR","SR","281248"
"721","Air Force","14","Huntsman","Colton","WR","SO","422347"
"721","Air Force","88","Dreslinski","Nate","TE","SO","422332"
"721","Air Force","85","Hendricks","Marcus","TE","SO","402614"
"721","Air Force","80","Griffin","Garrett","TE","FR","422337"
"721","Air Force","29","Briehl","Austin","TE","SR","355787"
"721","Air Force","99","Cannada","Briceton","K","JR","398712"
"721","Air Force","19","Baska","David","K","JR","374956"
"721","Air Force","18","Herrington","Parker","K","SR","374957"
"721","Air Force","78","Lovett","Ross","OL","JR","374950"
"721","Air Force","77","Henry","Jerry","OL","JR","374949"
"721","Air Force","76","Kaufman","Evan","OL","SR","355793"
"721","Air Force","74","Huskisson","Alex","OL","JR","374948"
"721","Air Force","68","Kerber","Drew","OL","JR","374947"
"721","Air Force","67","Eason","Jordan","OL","SR","355790"
"721","Air Force","66","Elliott","Harrison","OL","SO","402610"
"721","Air Force","65","Husar, Jr.","Michael","OL","JR","374945"
"721","Air Force","63","Jones","David","OL","SO","422349"
"721","Air Force","62","Lore","David","OL","JR","422351"
"721","Air Force","61","Hayes","Austin","OL","JR","402613"
"721","Air Force","59","Adenji","Moshood","OL","JR","374946"
"721","Air Force","56","Carrington","Kevin","OL","JR","422331"
"721","Air Force","9","Means","Alex","LB","SR","281270"
"721","Air Force","7","Fisher","Miles","LB","SO","422334"
"721","Air Force","6","Healy","Connor","LB","FR","422339"
"721","Air Force","55","Sumpter","Steven","LB","SO","422354"
"721","Air Force","52","Kusan","Josh","LB","SR","355802"
"721","Air Force","49","Nichol","Joey","LB","SO","422353"
"721","Air Force","45","Chambers","James","LB","SR","281265"
"721","Air Force","43","Jones","Jared","LB","SO","422348"
"721","Air Force","42","Niklas","Austin","LB","SR","355806"
"721","Air Force","41","Barnes","Reggie","LB","FR","422326"
"721","Air Force","36","Proctor","Spencer","LB","SO","396000"
"721","Air Force","2","Atrice","Stephan","LB","SR","374941"
"721","Air Force","37","Lacoste","Anthony","DB","JR","369106"
"721","Air Force","33","Fullam","Jay","DB","SO","402611"
"721","Air Force","31","Lindsay","Brian","DB","SR","281259"
"721","Air Force","3","Miller","Chris","DB","JR","355804"
"721","Air Force","26","McHenry","Gavin","DB","FR","422352"
"721","Air Force","23","Batts","Steffon","DB","JR","355786"
"721","Air Force","21","Spears","Christian","DB","SO","402616"
"721","Air Force","17","Byrd","Jamal","DB","SO","422330"
"721","Air Force","97","Fitzgerald","Nick","DL","SO","395996"
