"Institution ID","Institution","Uniform Number","Last Name","First Name","Position","Year","Player ID"
/usr/local/tomcat/app_data/d1mfb/2009/Internet/rosters/DIVISIONB.txt
"721","Air Force","10","Ofili","Phillip","DB","SO","193718"
"721","Air Force","11","Dietz","Connor","QB","SO","281246"
"721","Air Force","12","Cochran","Ben","QB","JR","193693"
"721","Air Force","13","Brown","Corbin","DB","FR","287279"
"721","Air Force","14","Hall","Josh","DB","SO","281247"
"721","Air Force","15","Warzeka","Johnathan","WR","SO","193733"
"721","Air Force","16","Coleman","Drew","WR","FR","281248"
"721","Air Force","17","Clark","Asher","RB","SO","193691"
"721","Air Force","18","Battle","Elliott","DB","JR","193686"
"721","Air Force","19","Escamilla","Jon","WR","SO","281249"
"721","Air Force","19","Team","","","","66680"
"721","Air Force","2","Stephens","Savier","RB","JR","193729"
"721","Air Force","20","Strickland","Dontae","DB","FR","295669"
"721","Air Force","20","Weatheroy","Paul","RB","SO","193734"
"721","Air Force","21","Jones","Darius","RB","FR","281250"
"721","Air Force","22","Ollis","Austin","RB","SO","281251"
"721","Air Force","23","Hirneise","Brandon","WR","FR","281252"
"721","Air Force","24","Adeji-Paul","P.J.","DB","SO","193680"
"721","Air Force","25","Freeman","Joshua","WR","SO","281253"
"721","Air Force","26","Jablonsky","Kevin","DB","SO","281254"
"721","Air Force","27","Capra","Vincent","WR","SO","281255"
"721","Air Force","28","Getz","Cody","WR","FR","281256"
"721","Air Force","29","Corcoran","Brian","LB","FR","288658"
"721","Air Force","29","Cox","Casey","WR","SO","281257"
"721","Air Force","3","Thompson","Chris","QB","FR","288657"
"721","Air Force","30","Hunter","Mikel","WR","FR","281258"
"721","Air Force","31","Lindsay","Brian","DB","FR","281259"
"721","Air Force","31","Heard","Andrew","P","SO","281260"
"721","Air Force","32","Waiwaiole","Jordan","LB","SO","281261"
"721","Air Force","33","McWilliams","Harrison","LB","SO","281262"
"721","Air Force","34","Thomas","Chris","DB","SR","130316"
"721","Air Force","35","Cobb","Wesley","RB","FR","281263"
"721","Air Force","36","Morris, Jr.","Andre","LB","JR","193676"
"721","Air Force","37","Chambers","James","LB","FR","281265"
"721","Air Force","38","Misare","Ryan","RB","SO","281266"
"721","Air Force","39","Walker","Nathan","RB","JR","193731"
"721","Air Force","4","Halderman","Kyle","WR","JR","193701"
"721","Air Force","40","Southworth","Ryan","RB","JR","193728"
"721","Air Force","41","Amack","Brady","LB","SO","232826"
"721","Air Force","42","Tew","Jared","RB","JR","193730"
"721","Air Force","43","Moore","Justin","LB","SR","169835"
"721","Air Force","44","Hennessey","Patrick","LB","JR","193738"
"721","Air Force","45","Falgout","John","LB","SR","169810"
"721","Air Force","46","Smith","Nick","LB","SO","281268"
"721","Air Force","47","Lamendola","Ken","LB","JR","193708"
"721","Air Force","48","Fleming","Ross","LB","SO","281269"
"721","Air Force","49","Konemann","Caleb","LB","SO","193740"
"721","Air Force","5","Wright","Anthony","DB","SO","193737"
"721","Air Force","50","Means","Alex","LB","FR","281270"
"721","Air Force","50","Woolfolk","Mike","OL","SO","281271"
"721","Air Force","51","Morales","Myles","DL","SR","169841"
"721","Air Force","52","Newman","Jonny","LB","SO","281272"
"721","Air Force","53","Gurnell","Braylon","LB","JR","193700"
"721","Air Force","54","Carter","Cecilio","LB","FR","288659"
"721","Air Force","54","Coley","Will","LB","SO","281273"
"721","Air Force","55","Demmel","Austin","LB","SO","281274"
"721","Air Force","56","Reid","Colton","OL","SO","281275"
"721","Air Force","57","Charles","Nick","OL","SR","131584"
"721","Air Force","58","Lawal","Wale","LB","FR","288660"
"721","Air Force","58","Lerch","John","LB","SO","281276"
"721","Air Force","59","Gonzales","Ryan","OL","SR","131234"
"721","Air Force","6","Davis","Jon","DB","SO","130171"
"721","Air Force","60","Campbell","Chris","OL","SR","169806"
"721","Air Force","61","Schonsheck","Tyler","OL","JR","193726"
"721","Air Force","62","Lusk","Peter","OL","SR","169827"
"721","Air Force","63","Benson","Jeffrey","OL","SO","281277"
"721","Air Force","65","Hampton","Michael","OL","SR","169816"
"721","Air Force","66","Dowd","Blake","OL","SO","281278"
"721","Air Force","67","Campbell","Dan","OL","JR","193689"
"721","Air Force","68","Skolnick-Page","Corey","OL","SO","281279"
"721","Air Force","69","Hester","Michael","OL","SO","281280"
"721","Air Force","7","Jefferson","Tim","QB","SO","193702"
"721","Air Force","70","Whitt","Kevin","OL","SO","281281"
"721","Air Force","71","Kons","Jason","DL","SO","296908"
"721","Air Force","73","Wallerstein","A.J.","OL","SO","193732"
"721","Air Force","74","Darden","Chase","OL","JR","193704"
"721","Air Force","77","Williams","Ryan","DL","SO","83763"
"721","Air Force","78","Payne","Zach","DL","SO","281283"
"721","Air Force","79","Umodu","Kebin","DL","SO","281284"
"721","Air Force","7A","Franklin","Justin","RB","SO","281264"
"721","Air Force","8","Rembert","Reggie","DB","JR","169845"
"721","Air Force","80","El-Amin","Saj","WR","SR","281285"
"721","Air Force","81","Quintana","Sean","TE","SR","169837"
"721","Air Force","82","Demerath","Chaz","TE","JR","193697"
"721","Air Force","83","Fogler","Kevin","WR","JR","193699"
"721","Air Force","84","Pickett","Daniel","TE","SO","193720"
"721","Air Force","85","Kauth","Zach","WR","SO","281286"
"721","Air Force","86","Gardner","Ryan","DL","SO","281287"
"721","Air Force","87","Cousins","Josh","WR","SR","169808"
"721","Air Force","88","Kopacka","Ben","DL","SO","281288"
"721","Air Force","89","Connor","Bradley","DL","JR","193694"
"721","Air Force","8A","Smith","Justin","QB","FR","296909"
"721","Air Force","9","Hyder","Luke","DB","SR","169823"
"721","Air Force","90","Ricketts","Rick","DL","JR","193721"
"721","Air Force","91","Arndt","Alexander","DL","JR","193682"
"721","Air Force","92","Wikstrom","Wylie","DL","JR","193735"
"721","Air Force","93","Garland","Ben","DL","SR","169813"
"721","Air Force","94","Bell","Zack","K","JR","193687"
"721","Air Force","95","Kehs","Harry","DL","SO","281289"
"721","Air Force","96","Compton","Daniel","K","FR","281290"
"721","Air Force","97","Bartholomew","Keil","P","JR","193685"
"721","Air Force","98","Geyer","Brandon","P","SR","169814"
"721","Air Force","99","Soderberg","Erik","K","SO","232827"
"5","Akron","1","Bowser","Deryn","WR","SR","184494"
"5","Akron","10","Allen","Alex","RB","SR","85455"
"5","Akron","11","Jacquemain","Chris","QB","SR","85471"
