"Institution ID","Institution","Game Date","Opponent ID","Opponent Name","Location"
"415","Miami (Fla.)","11/02/02","587","Rutgers","Away"
"415","Miami (Fla.)","09/14/02","690","Temple","Away"
"415","Miami (Fla.)","10/26/02","768","West Virginia","Away"
"415","Miami (Fla.)","11/09/02","694","Tennessee","Away"
"415","Miami (Fla.)","11/21/02","545","Pittsburgh","Home"
"415","Miami (Fla.)","10/12/02","234","Florida St.","Home"
"415","Miami (Fla.)","12/07/02","742","Virginia Tech","Home"
"415","Miami (Fla.)","01/03/03","518","Ohio St.","Neutral Site"
"415","Miami (Fla.)","09/07/02","235","Florida","Away"
"415","Miami (Fla.)","09/21/02","67","Boston College","Home"
"415","Miami (Fla.)","08/31/02","228","Florida A&M","Home"
"416","Michigan St.","09/28/02","509","Northwestern","Home"
"416","Michigan St.","08/31/02","204","Eastern Mich.","Home"
"416","Michigan St.","10/12/02","312","Iowa","Away"
"416","Michigan St.","10/26/02","796","Wisconsin","Home"
"416","Michigan St.","09/21/02","513","Notre Dame","Home"
"416","Michigan St.","09/14/02","107","California","Home"
"416","Michigan St.","11/23/02","539","Penn St.","Away"
"416","Michigan St.","10/19/02","428","Minnesota","Home"
"416","Michigan St.","11/02/02","418","Michigan","Away"
"416","Michigan St.","11/09/02","306","Indiana","Away"
"416","Michigan St.","11/16/02","559","Purdue","Home"
"416","Michigan St.","09/07/02","574","Rice","Home"
"418","Michigan","09/14/02","513","Notre Dame","Away"
"418","Michigan","11/09/02","428","Minnesota","Away"
"418","Michigan","09/28/02","301","Illinois","Away"
"418","Michigan","10/12/02","539","Penn St.","Home"
"418","Michigan","10/19/02","559","Purdue","Away"
"418","Michigan","11/02/02","416","Michigan St.","Home"
"418","Michigan","11/16/02","796","Wisconsin","Home"
"418","Michigan","09/21/02","732","Utah","Home"
"418","Michigan","01/01/03","235","Florida","Neutral Site"
"418","Michigan","08/31/02","756","Washington","Home"
"418","Michigan","11/23/02","518","Ohio St.","Away"
"418","Michigan","10/26/02","312","Iowa","Home"
"418","Michigan","09/07/02","774","Western Mich.","Home"
"419","Middle Tenn. St.","09/21/02","334","Kentucky","Away"
"419","Middle Tenn. St.","08/31/02","8","Alabama","Away"
"419","Middle Tenn. St.","09/07/02","694","Tennessee","Away"
"419","Middle Tenn. St.","11/30/02","731","Utah St.","Home"
"419","Middle Tenn. St.","10/12/02","736","Vanderbilt","Away"
"419","Middle Tenn. St.","11/02/02","472","New Mexico St.","Away"
"419","Middle Tenn. St.","09/28/02","654","Southeast Mo. St.","Home"
"419","Middle Tenn. St.","10/19/02","671","La.-Lafayette","Home"
"419","Middle Tenn. St.","11/23/02","497","North Texas","Home"
"419","Middle Tenn. St.","10/05/02","30","Arkansas St.","Away"
"419","Middle Tenn. St.","11/16/02","498","La.-Monroe","Home"
"419","Middle Tenn. St.","10/26/02","295","Idaho","Away"
"428","Minnesota","09/28/02","559","Purdue","Away"
"428","Minnesota","12/30/02","31","Arkansas","Neutral Site"
"428","Minnesota","11/09/02","418","Michigan","Home"
"428","Minnesota","10/19/02","416","Michigan St.","Away"
"428","Minnesota","10/03/02","301","Illinois","Home"
"428","Minnesota","09/07/02","671","La.-Lafayette","Away"
"428","Minnesota","08/31/02","670","Southwest Tex. St.","Home"
"428","Minnesota","10/12/02","509","Northwestern","Home"
"428","Minnesota","11/23/02","796","Wisconsin","Away"
"428","Minnesota","11/16/02","312","Iowa","Home"
"428","Minnesota","09/14/02","709","Toledo","Home"
"428","Minnesota","11/02/02","518","Ohio St.","Away"
"428","Minnesota","09/21/02","86","Buffalo","Home"
"430","Mississippi St.","10/12/02","716","Troy St.","Home"
"430","Mississippi St.","11/02/02","334","Kentucky","Home"
"430","Mississippi St.","11/09/02","8","Alabama","Away"
"430","Mississippi St.","09/19/02","37","Auburn","Home"
"430","Mississippi St.","10/19/02","404","Memphis","Away"
"430","Mississippi St.","11/16/02","694","Tennessee","Home"
"430","Mississippi St.","09/28/02","365","LSU","Away"
"430","Mississippi St.","08/31/02","529","Oregon","Away"
"430","Mississippi St.","10/05/02","648","South Carolina","Away"
"430","Mississippi St.","09/14/02","315","Jacksonville St.","Home"
"430","Mississippi St.","11/23/02","31","Arkansas","Home"
"430","Mississippi St.","11/28/02","433","Mississippi","Away"
"433","Mississippi","11/28/02","430","Mississippi St.","Home"
"433","Mississippi","10/12/02","30","Arkansas St.","Home"
"433","Mississippi","10/26/02","31","Arkansas","Away"
"433","Mississippi","08/31/02","498","La.-Monroe","Home"
"433","Mississippi","11/09/02","257","Georgia","Away"
"433","Mississippi","10/05/02","235","Florida","Home"
"433","Mississippi","09/07/02","404","Memphis","Home"
"433","Mississippi","09/14/02","700","Texas Tech","Away"
"433","Mississippi","10/19/02","8","Alabama","Away"
"433","Mississippi","11/23/02","365","LSU","Away"
"433","Mississippi","09/21/02","736","Vanderbilt","Home"
"433","Mississippi","11/02/02","37","Auburn","Home"
"433","Mississippi","12/27/02","463","Nebraska","Neutral Site"
"434","Missouri","11/02/02","311","Iowa St.","Away"
"434","Missouri","10/12/02","463","Nebraska","Away"
"434","Missouri","09/28/02","716","Troy St.","Home"
"434","Missouri","09/07/02","47","Ball St.","Home"
"434","Missouri","10/05/02","522","Oklahoma","Home"
"434","Missouri","10/19/02","700","Texas Tech","Away"
"434","Missouri","10/26/02","328","Kansas","Home"
"434","Missouri","08/31/02","301","Illinois","Neutral Site"
"434","Missouri","11/09/02","157","Colorado","Home"
"434","Missouri","09/14/02","71","Bowling Green","Away"
"434","Missouri","11/16/02","697","Texas A&M","Away"
"434","Missouri","11/23/02","327","Kansas St.","Home"
"457","North Carolina","09/07/02","688","Syracuse","Away"
"457","North Carolina","09/14/02","703","Texas","Home"
"457","North Carolina","10/05/02","28","Arizona St.","Away"
"457","North Carolina","10/12/02","490","North Carolina St.","Home"
"457","North Carolina","11/02/02","392","Maryland","Home"
"457","North Carolina","11/23/02","193","Duke","Away"
"457","North Carolina","08/31/02","414","Miami (Ohio)","Home"
"457","North Carolina","09/28/02","255","Georgia Tech","Home"
"457","North Carolina","11/09/02","147","Clemson","Home"
"457","North Carolina","10/19/02","746","Virginia","Away"
"457","North Carolina","11/16/02","234","Florida St.","Away"
"457","North Carolina","10/26/02","749","Wake Forest","Away"
"463","Nebraska","09/28/02","311","Iowa St.","Away"
"463","Nebraska","10/05/02","402","McNeese St.","Home"
"463","Nebraska","08/31/02","716","Troy St.","Home"
"463","Nebraska","11/09/02","328","Kansas","Home"
"463","Nebraska","09/07/02","731","Utah St.","Home"
"463","Nebraska","10/19/02","521","Oklahoma St.","Away"
"463","Nebraska","08/24/02","28","Arizona St.","Home"
"463","Nebraska","11/29/02","157","Colorado","Home"
"463","Nebraska","11/02/02","703","Texas","Home"
"463","Nebraska","10/26/02","697","Texas A&M","Away"
"463","Nebraska","10/12/02","434","Missouri","Home"
"463","Nebraska","12/27/02","433","Mississippi","Away"
"463","Nebraska","11/16/02","327","Kansas St.","Away"
"463","Nebraska","09/14/02","539","Penn St.","Away"
"465","UNLV","09/14/02","528","Oregon St.","Away"
"465","UNLV","10/26/02","626","San Diego St.","Away"
"465","UNLV","11/30/02","156","Colorado St.","Away"
"465","UNLV","10/19/02","77","Brigham Young","Away"
"465","UNLV","10/05/02","466","Nevada","Home"
"465","UNLV","10/12/02","473","New Mexico","Home"
"465","UNLV","08/31/02","796","Wisconsin","Home"
"465","UNLV","11/16/02","721","Air Force","Home"
"465","UNLV","11/09/02","732","Utah","Away"
"465","UNLV","09/21/02","709","Toledo","Away"
"465","UNLV","09/07/02","328","Kansas","Home"
"465","UNLV","11/02/02","811","Wyoming","Home"
"466","Nevada","08/31/02","754","Washington St.","Neutral Site"
"466","Nevada","10/05/02","465","UNLV","Away"
"466","Nevada","11/09/02","704","UTEP","Home"
"466","Nevada","11/16/02","96","Fresno St.","Away"
"466","Nevada","09/21/02","574","Rice","Home"
"466","Nevada","10/19/02","630","San Jose St.","Home"
"466","Nevada","11/23/02","66","Boise St.","Home"
"466","Nevada","09/28/02","156","Colorado St.","Home"
"466","Nevada","09/14/02","77","Brigham Young","Home"
"466","Nevada","11/02/02","663","Southern Methodist","Away"
"466","Nevada","10/12/02","277","Hawaii","Away"
"466","Nevada","10/26/02","366","Louisiana Tech","Away"
"472","New Mexico St.","08/31/02","648","South Carolina","Away"
"472","New Mexico St.","10/19/02","498","La.-Monroe","Home"
"472","New Mexico St.","09/07/02","107","California","Away"
"472","New Mexico St.","10/26/02","30","Arkansas St.","Away"
"472","New Mexico St.","09/28/02","257","Georgia","Away"
"472","New Mexico St.","11/16/02","497","North Texas","Away"
"472","New Mexico St.","10/12/02","671","La.-Lafayette","Home"
"472","New Mexico St.","11/23/02","295","Idaho","Away"
"472","New Mexico St.","09/21/02","473","New Mexico","Home"
"472","New Mexico St.","11/02/02","419","Middle Tenn. St.","Home"
"472","New Mexico St.","10/05/02","704","UTEP","Home"
"472","New Mexico St.","11/09/02","731","Utah St.","Away"
"473","New Mexico","11/30/02","811","Wyoming","Home"
"473","New Mexico","10/19/02","731","Utah St.","Away"
"473","New Mexico","08/31/02","758","Weber St.","Home"
"473","New Mexico","10/12/02","465","UNLV","Away"
"473","New Mexico","12/25/02","110","UCLA","Away"
"473","New Mexico","09/27/02","700","Texas Tech","Home"
"473","New Mexico","10/26/02","732","Utah","Home"
"473","New Mexico","09/07/02","721","Air Force","Away"
"473","New Mexico","09/21/02","472","New Mexico St.","Away"
"473","New Mexico","11/09/02","626","San Diego St.","Home"
"473","New Mexico","11/16/02","77","Brigham Young","Away"
"473","New Mexico","11/23/02","156","Colorado St.","Away"
"473","New Mexico","09/14/02","51","Baylor","Home"
"473","New Mexico","08/24/02","490","North Carolina St.","Away"
"490","North Carolina St.","01/01/03","513","Notre Dame","Away"
"490","North Carolina St.","10/12/02","457","North Carolina","Away"
"490","North Carolina St.","08/24/02","473","New Mexico","Home"
"490","North Carolina St.","09/28/02","400","Massachusetts","Home"
"490","North Carolina St.","11/09/02","392","Maryland","Away"
"490","North Carolina St.","09/14/02","749","Wake Forest","Home"
"490","North Carolina St.","10/19/02","193","Duke","Home"
"490","North Carolina St.","09/21/02","700","Texas Tech","Away"
"490","North Carolina St.","11/02/02","255","Georgia Tech","Home"
"490","North Carolina St.","10/24/02","147","Clemson","Away"
"490","North Carolina St.","11/16/02","746","Virginia","Away"
"490","North Carolina St.","09/07/02","726","Navy","Away"
"490","North Carolina St.","11/23/02","234","Florida St.","Home"
"490","North Carolina St.","08/31/02","198","East Tenn. St.","Home"
"497","North Texas","09/28/02","29","Arizona","Away"
"497","North Texas","10/05/02","651","South Fla.","Home"
"497","North Texas","12/17/02","140","Cincinnati","Neutral Site"
"497","North Texas","09/14/02","8","Alabama","Away"
"497","North Texas","11/16/02","472","New Mexico St.","Home"
"497","North Texas","10/26/02","671","La.-Lafayette","Away"
"497","North Texas","11/09/02","295","Idaho","Home"
"497","North Texas","11/23/02","419","Middle Tenn. St.","Away"
"497","North Texas","09/07/02","483","Nicholls St.","Home"
"497","North Texas","10/19/02","30","Arkansas St.","Away"
"497","North Texas","08/31/02","703","Texas","Away"
"497","North Texas","09/21/02","698","TCU","Away"
"497","North Texas","11/02/02","498","La.-Monroe","Home"
"498","La.-Monroe","11/23/02","671","La.-Lafayette","Home"
"498","La.-Monroe","09/07/02","327","Kansas St.","Away"
"498","La.-Monroe","09/21/02","30","Arkansas St.","Home"
"498","La.-Monroe","11/16/02","419","Middle Tenn. St.","Away"
"498","La.-Monroe","11/02/02","497","North Texas","Away"
"498","La.-Monroe","08/31/02","433","Mississippi","Away"
"498","La.-Monroe","10/12/02","295","Idaho","Home"
"498","La.-Monroe","09/14/02","402","McNeese St.","Home"
"498","La.-Monroe","10/19/02","472","New Mexico St.","Away"
"498","La.-Monroe","10/05/02","718","Tulane","Home"
"498","La.-Monroe","11/09/02","37","Auburn","Away"
"498","La.-Monroe","10/26/02","731","Utah St.","Home"
"503","Northern Ill.","11/16/02","204","Eastern Mich.","Away"
"503","Northern Ill.","09/28/02","331","Kent St.","Home"
"503","Northern Ill.","09/07/02","651","South Fla.","Away"
"503","Northern Ill.","10/05/02","47","Ball St.","Away"
"503","Northern Ill.","09/14/02","796","Wisconsin","Away"
"503","Northern Ill.","10/12/02","414","Miami (Ohio)","Away"
"503","Northern Ill.","11/23/02","709","Toledo","Home"
"503","Northern Ill.","09/21/02","771","Western Ill.","Home"
"503","Northern Ill.","10/26/02","774","Western Mich.","Away"
"503","Northern Ill.","08/29/02","749","Wake Forest","Home"
"503","Northern Ill.","11/09/02","71","Bowling Green","Home"
"503","Northern Ill.","10/19/02","129","Central Mich.","Home"
"509","Northwestern","10/19/02","539","Penn St.","Away"
"509","Northwestern","09/07/02","698","TCU","Home"
"509","Northwestern","10/12/02","428","Minnesota","Away"
"509","Northwestern","09/28/02","416","Michigan St.","Away"
"509","Northwestern","11/02/02","306","Indiana","Home"
"509","Northwestern","11/23/02","301","Illinois","Home"
"509","Northwestern","10/26/02","559","Purdue","Home"
"509","Northwestern","09/14/02","193","Duke","Home"
"509","Northwestern","08/31/02","721","Air Force","Away"
"509","Northwestern","10/05/02","518","Ohio St.","Home"
"509","Northwestern","11/09/02","312","Iowa","Away"
"509","Northwestern","09/21/02","726","Navy","Away"
"513","Notre Dame","10/26/02","234","Florida St.","Away"
"513","Notre Dame","11/09/02","726","Navy","Neutral Site"
"513","Notre Dame","10/19/02","721","Air Force","Away"
"513","Notre Dame","11/23/02","587","Rutgers","Home"
"513","Notre Dame","10/12/02","545","Pittsburgh","Home"
"513","Notre Dame","11/02/02","67","Boston College","Home"
"513","Notre Dame","10/05/02","674","Stanford","Home"
"513","Notre Dame","09/07/02","559","Purdue","Home"
"513","Notre Dame","01/01/03","490","North Carolina St.","Neutral Site"
"513","Notre Dame","09/14/02","418","Michigan","Home"
"513","Notre Dame","09/21/02","416","Michigan St.","Away"
"513","Notre Dame","08/31/02","392","Maryland","Neutral Site"
"513","Notre Dame","11/30/02","657","Southern California","Away"
"518","Ohio St.","10/26/02","539","Penn St.","Home"
"518","Ohio St.","10/12/02","630","San Jose St.","Home"
"518","Ohio St.","11/02/02","428","Minnesota","Home"
"518","Ohio St.","11/23/02","418","Michigan","Home"
"518","Ohio St.","01/03/03","415","Miami (Fla.)","Away"
"518","Ohio St.","09/28/02","306","Indiana","Home"
"518","Ohio St.","11/16/02","301","Illinois","Away"
"518","Ohio St.","11/09/02","559","Purdue","Away"
"518","Ohio St.","10/19/02","796","Wisconsin","Away"
"518","Ohio St.","08/24/02","700","Texas Tech","Home"
"518","Ohio St.","09/21/02","140","Cincinnati","Away"
"518","Ohio St.","10/05/02","509","Northwestern","Away"
"518","Ohio St.","09/07/02","331","Kent St.","Home"
"518","Ohio St.","09/14/02","754","Washington St.","Home"
"519","Ohio","09/21/02","164","Connecticut","Away"
"519","Ohio","08/31/02","545","Pittsburgh","Away"
"519","Ohio","11/02/02","414","Miami (Ohio)","Away"
"519","Ohio","10/19/02","331","Kent St.","Away"
"519","Ohio","09/14/02","235","Florida","Away"
"519","Ohio","09/28/02","86","Buffalo","Home"
"519","Ohio","10/12/02","204","Eastern Mich.","Home"
"519","Ohio","11/23/02","388","Marshall","Home"
"519","Ohio","09/07/02","500","Northeastern","Home"
"519","Ohio","11/30/02","128","Central Fla.","Away"
"519","Ohio","10/05/02","71","Bowling Green","Away"
"519","Ohio","11/09/02","5","Akron","Home"
"521","Oklahoma St.","09/21/02","663","Southern Methodist","Home"
"521","Oklahoma St.","10/12/02","327","Kansas St.","Away"
"521","Oklahoma St.","08/31/02","366","Louisiana Tech","Neutral Site"
"521","Oklahoma St.","11/02/02","697","Texas A&M","Home"
"521","Oklahoma St.","10/05/02","703","Texas","Away"
"521","Oklahoma St.","11/23/02","51","Baylor","Home"
"521","Oklahoma St.","09/14/02","110","UCLA","Home"
"521","Oklahoma St.","09/07/02","504","Northern Iowa","Home"
"521","Oklahoma St.","10/19/02","463","Nebraska","Home"
"521","Oklahoma St.","11/09/02","700","Texas Tech","Away"
"521","Oklahoma St.","11/16/02","328","Kansas","Away"
"521","Oklahoma St.","11/30/02","522","Oklahoma","Home"
"521","Oklahoma St.","12/27/02","664","Southern Miss.","Neutral Site"
"522","Oklahoma","11/02/02","157","Colorado","Home"
"522","Oklahoma","10/19/02","311","Iowa St.","Home"
"522","Oklahoma","09/14/02","704","UTEP","Home"
"522","Oklahoma","09/28/02","651","South Fla.","Home"
"522","Oklahoma","09/07/02","8","Alabama","Home"
"522","Oklahoma","11/23/02","700","Texas Tech","Home"
"522","Oklahoma","01/01/03","754","Washington St.","Away"
"522","Oklahoma","08/30/02","719","Tulsa","Away"
"522","Oklahoma","11/30/02","521","Oklahoma St.","Away"
"522","Oklahoma","10/05/02","434","Missouri","Away"
"522","Oklahoma","12/07/02","157","Colorado","Away"
"522","Oklahoma","11/16/02","51","Baylor","Away"
"522","Oklahoma","10/12/02","703","Texas","Neutral Site"
"522","Oklahoma","11/09/02","697","Texas A&M","Away"
"528","Oregon St.","09/28/02","657","Southern California","Away"
"528","Oregon St.","10/26/02","107","California","Home"
"528","Oregon St.","10/12/02","28","Arizona St.","Away"
"528","Oregon St.","11/09/02","756","Washington","Away"
"528","Oregon St.","08/29/02","202","Eastern Ky.","Home"
"528","Oregon St.","09/21/02","96","Fresno St.","Home"
"528","Oregon St.","09/05/02","690","Temple","Away"
"528","Oregon St.","11/02/02","29","Arizona","Home"
"528","Oregon St.","09/14/02","465","UNLV","Home"
"528","Oregon St.","11/23/02","529","Oregon","Home"
"528","Oregon St.","11/16/02","674","Stanford","Away"
"528","Oregon St.","12/26/02","545","Pittsburgh","Neutral Site"
"528","Oregon St.","10/05/02","110","UCLA","Home"
"529","Oregon","11/09/02","754","Washington St.","Away"
"529","Oregon","12/30/02","749","Wake Forest","Neutral Site"
"529","Oregon","09/07/02","96","Fresno St.","Home"
"529","Oregon","11/02/02","674","Stanford","Home"
"529","Oregon","10/12/02","110","UCLA","Away"
"529","Oregon","10/05/02","29","Arizona","Away"
"529","Oregon","11/16/02","756","Washington","Home"
"529","Oregon","11/23/02","528","Oregon St.","Away"
"529","Oregon","10/26/02","657","Southern California","Home"
"529","Oregon","08/31/02","430","Mississippi St.","Home"
"529","Oregon","09/14/02","295","Idaho","Home"
"529","Oregon","09/21/02","550","Portland St.","Home"
"529","Oregon","10/19/02","28","Arizona St.","Home"
"539","Penn St.","11/02/02","301","Illinois","Home"
"539","Penn St.","11/16/02","306","Indiana","Away"
"539","Penn St.","11/23/02","416","Michigan St.","Home"
"539","Penn St.","08/31/02","128","Central Fla.","Home"
"539","Penn St.","10/12/02","418","Michigan","Away"
"539","Penn St.","09/21/02","366","Louisiana Tech","Home"
"539","Penn St.","10/05/02","796","Wisconsin","Away"
"539","Penn St.","11/09/02","746","Virginia","Home"
"539","Penn St.","10/26/02","518","Ohio St.","Away"
"539","Penn St.","09/14/02","463","Nebraska","Home"
"539","Penn St.","10/19/02","509","Northwestern","Home"
"539","Penn St.","01/01/03","37","Auburn","Neutral Site"
"539","Penn St.","09/28/02","312","Iowa","Home"
"545","Pittsburgh","11/02/02","742","Virginia Tech","Away"
"545","Pittsburgh","10/26/02","67","Boston College","Home"
"545","Pittsburgh","11/09/02","690","Temple","Home"
"545","Pittsburgh","09/14/02","9","UAB","Away"
"545","Pittsburgh","09/28/02","709","Toledo","Home"
"545","Pittsburgh","11/30/02","768","West Virginia","Home"
"545","Pittsburgh","09/21/02","587","Rutgers","Home"
"545","Pittsburgh","10/12/02","513","Notre Dame","Away"
"545","Pittsburgh","09/07/02","697","Texas A&M","Home"
"545","Pittsburgh","11/21/02","415","Miami (Fla.)","Away"
"545","Pittsburgh","10/05/02","688","Syracuse","Away"
"545","Pittsburgh","12/26/02","528","Oregon St.","Away"
"545","Pittsburgh","08/31/02","519","Ohio","Home"
"559","Purdue","09/07/02","513","Notre Dame","Away"
"559","Purdue","09/28/02","428","Minnesota","Home"
"559","Purdue","10/19/02","418","Michigan","Home"
"559","Purdue","08/31/02","299","Illinois St.","Home"
"559","Purdue","10/12/02","301","Illinois","Away"
"559","Purdue","11/16/02","416","Michigan St.","Away"
"559","Purdue","11/23/02","306","Indiana","Home"
"559","Purdue","12/31/02","756","Washington","Neutral Site"
"559","Purdue","11/09/02","518","Ohio St.","Home"
"559","Purdue","09/14/02","774","Western Mich.","Home"
"559","Purdue","10/26/02","509","Northwestern","Away"
"559","Purdue","09/21/02","749","Wake Forest","Home"
"559","Purdue","10/05/02","312","Iowa","Away"
"574","Rice","11/02/02","719","Tulsa","Away"
"574","Rice","10/12/02","726","Navy","Away"
"574","Rice","09/28/02","96","Fresno St.","Home"
"574","Rice","10/19/02","704","UTEP","Away"
"574","Rice","08/31/02","288","Houston","Home"
"574","Rice","10/26/02","663","Southern Methodist","Home"
"574","Rice","11/09/02","66","Boise St.","Away"
"574","Rice","09/21/02","466","Nevada","Away"
"574","Rice","09/07/02","416","Michigan St.","Away"
"574","Rice","11/16/02","277","Hawaii","Home"
"574","Rice","10/05/02","366","Louisiana Tech","Home"
"587","Rutgers","11/23/02","513","Notre Dame","Away"
"587","Rutgers","11/02/02","415","Miami (Fla.)","Home"
"587","Rutgers","10/26/02","688","Syracuse","Away"
"587","Rutgers","08/31/02","739","Villanova","Home"
"587","Rutgers","09/21/02","545","Pittsburgh","Away"
"587","Rutgers","09/07/02","86","Buffalo","Home"
"587","Rutgers","10/19/02","742","Virginia Tech","Away"
"587","Rutgers","09/28/02","694","Tennessee","Away"
"587","Rutgers","10/12/02","768","West Virginia","Home"
"587","Rutgers","09/14/02","725","Army","Home"
"587","Rutgers","11/30/02","67","Boston College","Away"
"587","Rutgers","11/16/02","690","Temple","Home"
"626","San Diego St.","10/19/02","811","Wyoming","Away"
"626","San Diego St.","11/23/02","721","Air Force","Away"
"626","San Diego St.","10/12/02","732","Utah","Home"
"626","San Diego St.","10/26/02","465","UNLV","Home"
"626","San Diego St.","08/29/02","96","Fresno St.","Away"
"626","San Diego St.","09/28/02","110","UCLA","Home"
"626","San Diego St.","12/07/02","277","Hawaii","Away"
"626","San Diego St.","09/14/02","28","Arizona St.","Home"
"626","San Diego St.","11/02/02","77","Brigham Young","Away"
"626","San Diego St.","09/07/02","157","Colorado","Away"
"626","San Diego St.","11/16/02","156","Colorado St.","Home"
"626","San Diego St.","11/09/02","473","New Mexico","Away"
"626","San Diego St.","09/21/02","295","Idaho","Away"
"630","San Jose St.","10/05/02","663","Southern Methodist","Away"
"630","San Jose St.","10/26/02","66","Boise St.","Home"
"630","San Jose St.","08/31/02","30","Arkansas St.","Neutral Site"
"630","San Jose St.","10/19/02","466","Nevada","Away"
"630","San Jose St.","11/09/02","366","Louisiana Tech","Home"
"630","San Jose St.","09/21/02","301","Illinois","Away"
"630","San Jose St.","11/02/02","277","Hawaii","Away"
"630","San Jose St.","11/16/02","719","Tulsa","Away"
"630","San Jose St.","09/07/02","756","Washington","Away"
"630","San Jose St.","11/23/02","96","Fresno St.","Home"
"630","San Jose St.","09/28/02","704","UTEP","Home"
"630","San Jose St.","09/14/02","674","Stanford","Away"
"630","San Jose St.","10/12/02","518","Ohio St.","Away"
"648","South Carolina","11/16/02","235","Florida","Away"
"648","South Carolina","08/31/02","472","New Mexico St.","Home"
"648","South Carolina","09/28/02","736","Vanderbilt","Away"
"648","South Carolina","09/21/02","690","Temple","Home"
"648","South Carolina","10/19/02","365","LSU","Away"
"648","South Carolina","11/02/02","694","Tennessee","Home"
"648","South Carolina","10/12/02","334","Kentucky","Away"
"648","South Carolina","11/23/02","147","Clemson","Away"
"648","South Carolina","09/07/02","746","Virginia","Away"
"648","South Carolina","10/05/02","430","Mississippi St.","Home"
"648","South Carolina","11/09/02","31","Arkansas","Home"
"648","South Carolina","09/14/02","257","Georgia","Home"
"651","South Fla.","10/05/02","497","North Texas","Away"
"651","South Fla.","09/14/02","31","Arkansas","Away"
"651","South Fla.","11/16/02","71","Bowling Green","Home"
"651","South Fla.","11/02/02","48","Charleston So.","Home"
"651","South Fla.","09/07/02","503","Northern Ill.","Home"
"651","South Fla.","10/19/02","196","East Caro.","Away"
"651","South Fla.","10/12/02","664","Southern Miss.","Home"
"651","South Fla.","09/28/02","522","Oklahoma","Away"
"651","South Fla.","08/29/02","229","Fla. Atlantic","Home"
"651","South Fla.","11/09/02","404","Memphis","Home"
"651","South Fla.","11/23/02","288","Houston","Away"
"657","Southern California","10/05/02","754","Washington St.","Away"
"657","Southern California","10/26/02","529","Oregon","Away"
"657","Southern California","11/09/02","674","Stanford","Away"
"657","Southern California","09/02/02","37","Auburn","Home"
"657","Southern California","11/23/02","110","UCLA","Away"
"657","Southern California","01/02/03","312","Iowa","Neutral Site"
"657","Southern California","10/19/02","756","Washington","Home"
"657","Southern California","11/30/02","513","Notre Dame","Home"
"657","Southern California","09/28/02","528","Oregon St.","Home"
"657","Southern California","09/14/02","157","Colorado","Away"
"657","Southern California","10/12/02","107","California","Home"
"657","Southern California","11/16/02","28","Arizona St.","Home"
"657","Southern California","09/21/02","327","Kansas St.","Away"
"663","Southern Methodist","09/21/02","521","Oklahoma St.","Away"
"663","Southern Methodist","09/28/02","277","Hawaii","Away"
"663","Southern Methodist","11/02/02","466","Nevada","Home"
"663","Southern Methodist","09/14/02","698","TCU","Away"
"663","Southern Methodist","10/05/02","630","San Jose St.","Home"
"663","Southern Methodist","10/19/02","366","Louisiana Tech","Home"
"663","Southern Methodist","10/26/02","574","Rice","Away"
"663","Southern Methodist","11/23/02","719","Tulsa","Home"
"663","Southern Methodist","08/31/02","726","Navy","Home"
"663","Southern Methodist","10/12/02","96","Fresno St.","Away"
"663","Southern Methodist","11/16/02","704","UTEP","Away"
"663","Southern Methodist","09/07/02","700","Texas Tech","Home"
"664","Southern Miss.","11/30/02","196","East Caro.","Home"
"664","Southern Miss.","09/14/02","404","Memphis","Home"
"664","Southern Miss.","09/21/02","8","Alabama","Away"
"664","Southern Miss.","10/19/02","140","Cincinnati","Home"
"664","Southern Miss.","10/12/02","651","South Fla.","Away"
"664","Southern Miss.","09/28/02","725","Army","Away"
"664","Southern Miss.","08/31/02","314","Jackson St.","Home"
"664","Southern Miss.","11/09/02","9","UAB","Away"
"664","Southern Miss.","11/23/02","718","Tulane","Away"
"664","Southern Miss.","12/27/02","521","Oklahoma St.","Away"
"664","Southern Miss.","10/30/02","698","TCU","Away"
"664","Southern Miss.","11/14/02","367","Louisville","Home"
"664","Southern Miss.","09/07/02","301","Illinois","Home"
"671","La.-Lafayette","11/02/02","295","Idaho","Home"
"671","La.-Lafayette","10/26/02","497","North Texas","Home"
"671","La.-Lafayette","10/19/02","419","Middle Tenn. St.","Away"
"671","La.-Lafayette","09/07/02","428","Minnesota","Home"
"671","La.-Lafayette","11/23/02","498","La.-Monroe","Away"
"671","La.-Lafayette","08/31/02","697","Texas A&M","Away"
"671","La.-Lafayette","11/16/02","31","Arkansas","Away"
"671","La.-Lafayette","11/09/02","30","Arkansas St.","Home"
"671","La.-Lafayette","09/14/02","288","Houston","Away"
"671","La.-Lafayette","10/12/02","472","New Mexico St.","Away"
"671","La.-Lafayette","09/21/02","9","UAB","Home"
"671","La.-Lafayette","10/05/02","365","LSU","Away"
"674","Stanford","10/12/02","754","Washington St.","Home"
"674","Stanford","10/26/02","110","UCLA","Away"
"674","Stanford","10/19/02","29","Arizona","Home"
"674","Stanford","09/07/02","67","Boston College","Away"
"674","Stanford","11/02/02","529","Oregon","Away"
"674","Stanford","10/05/02","513","Notre Dame","Away"
"674","Stanford","09/14/02","630","San Jose St.","Home"
"674","Stanford","11/09/02","657","Southern California","Home"
"674","Stanford","11/16/02","528","Oregon St.","Home"
"674","Stanford","11/23/02","107","California","Away"
